t_s,F_N,p_kPa,thickness_um,T_degC,V_V,I_A,soc,seg_type
2735.0,603.4030777115158,46.33610760826043,5020.694863606502,25.0,4.01825,5.0,0.7069444444444445,discharge
2736.0,602.7913740603042,46.29121289335587,5020.680568788312,25.0,4.018,5.0,0.7066666666666667,discharge
2737.0,603.6109327199455,46.35233760888486,5020.653304275709,25.0,4.01775,5.0,0.706388888888889,discharge
2738.0,602.6677981696886,46.28289245701397,5020.5933593553455,25.0,4.0175,5.0,0.7061111111111111,discharge
2739.0,604.0490375046658,46.385623148493764,5020.63200305016,25.0,4.01725,5.0,0.7058333333333334,discharge
2740.0,603.0903855260335,46.31502855748397,5020.495305177366,25.0,4.017,5.0,0.7055555555555556,discharge
2741.0,603.2525253343141,46.32745558031956,5020.47826444007,25.0,4.01675,5.0,0.7052777777777779,discharge
2742.0,602.1942084368862,46.24947840273232,5020.563930189598,25.0,4.0165,5.0,0.7050000000000001,discharge
2743.0,600.8861268404138,46.15300013632695,5020.479308067851,25.0,4.01625,5.0,0.7047222222222222,discharge
2744.0,602.7482108842137,46.2913489543862,5020.388573664968,25.0,4.016,5.0,0.7044444444444444,discharge
2745.0,601.0761503585416,46.16790928581789,5020.3253845822865,25.0,4.01575,5.0,0.7041666666666667,discharge
2746.0,601.8382483439198,46.224777655105164,5020.4803824804085,25.0,4.0155,5.0,0.7038888888888889,discharge
2747.0,601.7913865478258,46.221723077616716,5020.389556121317,25.0,4.01525,5.0,0.7036111111111112,discharge
2748.0,600.8875917194607,46.155191979219325,5020.274810400924,25.0,4.015,5.0,0.7033333333333334,discharge
2749.0,602.4144059836924,46.268705998792036,5020.263499246688,25.0,4.01475,5.0,0.7030555555555557,discharge
2750.0,599.9644034929601,46.08764099947852,5020.265555746175,25.0,4.0145,5.0,0.7027777777777778,discharge
2751.0,602.7365594928355,46.29340255502486,5020.294646807148,25.0,4.01425,5.0,0.7025,discharge
2752.0,600.5221194495299,46.12978662589109,5020.252509179285,25.0,4.014,5.0,0.7022222222222223,discharge
2753.0,601.932527534596,46.234677965525634,5020.111443319851,25.0,4.01375,5.0,0.7019444444444445,discharge
2754.0,602.1217549210647,46.24911147563442,5020.24501991531,25.0,4.0135000000000005,5.0,0.7016666666666667,discharge
2755.0,599.8350882648003,46.080145427022245,5020.181721115057,25.0,4.01325,5.0,0.701388888888889,discharge
2756.0,599.8223479757703,46.07961836857558,5020.095809185184,25.0,4.013,5.0,0.7011111111111111,discharge
2757.0,601.3529540039322,46.19341325955053,5020.004487849352,25.0,4.0127500000000005,5.0,0.7008333333333334,discharge
2758.0,600.4636399432379,46.12795481061022,5020.042580096722,25.0,4.0125,5.0,0.7005555555555556,discharge
2759.0,600.2209233090462,46.11039246733675,5020.063609394992,25.0,4.01225,5.0,0.7002777777777778,discharge
2760.0,598.17806886842,45.95948658284593,5019.95085248074,25.0,4.0120000000000005,5.0,0.7000000000000001,discharge
2761.0,598.2255699527913,45.963421848354905,5020.012536420863,25.0,4.01175,5.0,0.6997222222222222,discharge
2762.0,600.2569986961873,46.1143147182361,5019.9692675074575,25.0,4.0115,5.0,0.6994444444444445,discharge
2763.0,601.0115679256373,46.170625401899066,5019.892562100303,25.0,4.01125,5.0,0.6991666666666667,discharge
2764.0,598.7386768408421,46.0026797659883,5019.913520084323,25.0,4.011,5.0,0.6988888888888889,discharge
2765.0,598.4445766270735,45.98131123163507,5019.924082277728,25.0,4.010750000000001,5.0,0.6986111111111113,discharge
2766.0,599.3748710711773,46.05063859786498,5019.847271073529,25.0,4.0105,5.0,0.6983333333333333,discharge
2767.0,599.4896601949872,46.05955816259166,5019.764934028506,25.0,4.01025,5.0,0.6980555555555557,discharge
2768.0,599.4485258405153,46.056927840038185,5019.76526295262,25.0,4.01,5.0,0.6977777777777777,discharge
2769.0,598.3120198022274,45.97315887423907,5019.718440245833,25.0,4.00975,5.0,0.6975000000000001,discharge
2770.0,596.6761856138231,45.85240263806097,5019.71467584014,25.0,4.0095,5.0,0.6972222222222223,discharge
2771.0,599.9225026712118,46.09328723490457,5019.765566838913,25.0,4.009250000000001,5.0,0.6969444444444445,discharge
2772.0,597.839527285466,45.93940942855304,5019.619100179873,25.0,4.009,5.0,0.6966666666666669,discharge
2773.0,599.4439108228811,46.058669320213404,5019.750588555196,25.0,4.00875,5.0,0.6963888888888888,discharge
2774.0,596.0767196229378,45.80966441651391,5019.5498230894,25.0,4.008500000000001,5.0,0.6961111111111111,discharge
2775.0,598.2857446578213,45.973712567246025,5019.733820409047,25.0,4.00825,5.0,0.6958333333333333,discharge
2776.0,597.2808742005858,45.89969438522857,5019.622115631287,25.0,4.008,5.0,0.6955555555555557,discharge
2777.0,596.5602406316984,45.84673078753323,5019.528488888696,25.0,4.007750000000001,5.0,0.6952777777777779,discharge
2778.0,598.4647982809738,45.98822579859065,5019.464381353458,25.0,4.0075,5.0,0.6950000000000001,discharge
2779.0,598.6444284499421,46.001948403699416,5019.494393062297,25.0,4.00725,5.0,0.6947222222222222,discharge
2780.0,596.6398422104983,45.853877200777646,5019.329092700362,25.0,4.007000000000001,5.0,0.6944444444444445,discharge
2781.0,597.7261200752581,45.93475889446356,5019.36460013954,25.0,4.00675,5.0,0.6941666666666667,discharge
2782.0,595.8769188558218,45.79819769302384,5019.47728679747,25.0,4.0065,5.0,0.6938888888888889,discharge
2783.0,596.1913526762189,45.821905753794,5019.353304581745,25.0,4.0062500000000005,5.0,0.6936111111111113,discharge
2784.0,596.4230505009073,45.839485222289426,5019.338132400918,25.0,4.006,5.0,0.6933333333333332,discharge
2785.0,596.1827684198224,45.822103216283146,5019.183873810639,25.0,4.00575,5.0,0.6930555555555556,discharge
2786.0,597.0231642245958,45.88477142404413,5019.254002156019,25.0,4.0055000000000005,5.0,0.6927777777777777,discharge
2787.0,595.0516725563697,45.739151670842205,5019.167232675214,25.0,4.00525,5.0,0.6925000000000001,discharge
2788.0,597.072689245966,45.889273277478964,5019.182436878636,25.0,4.005,5.0,0.6922222222222223,discharge
2789.0,596.9320607784872,45.87927302062869,5019.154692518221,25.0,4.0047500000000005,5.0,0.6919444444444445,discharge
2790.0,595.6172065521807,45.7822930779393,5019.11479082404,25.0,4.0045,5.0,0.6916666666666667,discharge
2791.0,594.5188329341547,45.70134873586331,5019.217404558851,25.0,4.00425,5.0,0.6913888888888889,discharge
2792.0,593.1951065006343,45.60371159263958,5019.068121909424,25.0,4.0040000000000004,5.0,0.6911111111111111,discharge
2793.0,595.3541018546143,45.76405384108255,5019.090974682498,25.0,4.00375,5.0,0.6908333333333333,discharge
2794.0,594.5669662576353,45.706164167232245,5019.102096651053,25.0,4.0035,5.0,0.6905555555555557,discharge
2795.0,595.2405525499132,45.756476114808386,5019.0950847297945,25.0,4.00325,5.0,0.6902777777777779,discharge
2796.0,593.9527048060129,45.66149665229725,5019.022804858357,25.0,4.003,5.0,0.6900000000000001,discharge
2797.0,594.8637565422964,45.729398632762695,5018.894629784417,25.0,4.00275,5.0,0.6897222222222221,discharge
2798.0,594.6611633102566,45.71480839335234,5019.003591106676,25.0,4.0025,5.0,0.6894444444444445,discharge
2799.0,594.594492688085,45.71028649541371,5018.922832700586,25.0,4.00225,5.0,0.6891666666666667,discharge
2800.0,594.7277220366698,45.72057200271629,5018.941572213001,25.0,4.002,5.0,0.6888888888888889,discharge
2801.0,594.5949996719792,45.711157383109565,5018.891233786512,25.0,4.00175,5.0,0.6886111111111113,discharge
2802.0,595.1285794284117,45.75109847617864,5018.858835679774,25.0,4.0015,5.0,0.6883333333333332,discharge
2803.0,593.2515317398991,45.612474573325855,5018.806953712401,25.0,4.00125,5.0,0.6880555555555556,discharge
2804.0,594.6029192164956,45.71299401603672,5018.77011094412,25.0,4.001,5.0,0.6877777777777777,discharge
2805.0,593.9094942898006,45.66204587331856,5018.670327454334,25.0,4.00075,5.0,0.6875000000000001,discharge
2806.0,593.1977672106999,45.60974201560741,5018.656790678543,25.0,4.0005,5.0,0.6872222222222223,discharge
2807.0,592.4863848321909,45.5574636912734,5018.702083209797,25.0,4.00025,5.0,0.6869444444444445,discharge
2808.0,594.778890524379,45.72769559439845,5018.674021420247,25.0,4.0,5.0,0.6866666666666669,discharge
2809.0,593.4327325100277,45.62839685259464,5018.651407616498,25.0,3.9997499999999997,5.0,0.6863888888888889,discharge
2810.0,592.5456775148334,45.563105741839514,5018.631885723978,25.0,3.9995000000000003,5.0,0.6861111111111111,discharge
2811.0,592.9904615625388,45.59646937500288,5018.577287257813,25.0,3.99925,5.0,0.6858333333333333,discharge
2812.0,592.7845335608845,45.581632115621076,5018.519281204317,25.0,3.9990000000000006,5.0,0.6855555555555557,discharge
2813.0,592.1234365843547,45.533078635878134,5018.475134932298,25.0,3.9987500000000002,5.0,0.6852777777777779,discharge
2814.0,591.1373039612357,45.460448441573014,5018.505102312934,25.0,3.9985,5.0,0.685,discharge
2815.0,592.5150381643069,45.56291949365236,5018.443287246207,25.0,3.9982499999999996,5.0,0.6847222222222221,discharge
2816.0,592.0635710180005,45.52989414948152,5018.3986924917635,25.0,3.998,5.0,0.6844444444444445,discharge
2817.0,591.8070011580484,45.51130564133692,5018.397957899049,25.0,3.99775,5.0,0.6841666666666667,discharge
2818.0,592.9215725979695,45.59428315540515,5018.397818451263,25.0,3.9975000000000005,5.0,0.6838888888888889,discharge
2819.0,590.5101527218916,45.41607612754751,5018.307016195242,25.0,3.99725,5.0,0.6836111111111113,discharge
2820.0,590.7258807861456,45.43247265082559,5018.363752847592,25.0,3.997,5.0,0.6833333333333332,discharge
2821.0,591.6899127459751,45.50429909229445,5018.400302279826,25.0,3.9967500000000005,5.0,0.6830555555555556,discharge
2822.0,592.2165622123293,45.54372683054291,5018.267535217378,25.0,3.9965,5.0,0.6827777777777777,discharge
2823.0,591.8581390015763,45.5175936297464,5018.302521322575,25.0,3.99625,5.0,0.6825000000000001,discharge
2824.0,591.8339718039249,45.51622013362407,5018.252617936047,25.0,3.9960000000000004,5.0,0.6822222222222223,discharge
2825.0,588.8009479199244,45.291968364438844,5018.158171457493,25.0,3.99575,5.0,0.6819444444444445,discharge
2826.0,591.3278817382526,45.47956531394464,5018.273194560731,25.0,3.9955000000000007,5.0,0.6816666666666669,discharge
2827.0,591.1106989639376,45.463894367699076,5018.13729686171,25.0,3.9952500000000004,5.0,0.6813888888888889,discharge
2828.0,591.2350794407107,45.4735244030156,5018.11319156743,25.0,3.995,5.0,0.6811111111111113,discharge
2829.0,589.7411679840824,45.363280961783886,5018.085559661047,25.0,3.99475,5.0,0.6808333333333333,discharge
2830.0,590.786301304695,45.4411149114589,5018.067464441267,25.0,3.9945000000000004,5.0,0.6805555555555557,discharge
2831.0,591.1347302287368,45.46734112805458,5018.051746039157,25.0,3.99425,5.0,0.6802777777777779,discharge
2832.0,591.5921654802003,45.50164188742224,5018.026794181925,25.0,3.9940000000000007,5.0,0.68,discharge
2833.0,590.1172481478777,45.39280541836131,5017.971353168528,25.0,3.9937500000000004,5.0,0.6797222222222221,discharge
2834.0,588.4141183211051,45.26706432008186,5017.927839581107,25.0,3.9935,5.0,0.6794444444444445,discharge
2835.0,589.6440219019235,45.358584955698035,5017.985936313935,25.0,3.9932500000000006,5.0,0.6791666666666667,discharge
2836.0,590.088230699365,45.391905977730744,5017.8946871488,25.0,3.9930000000000003,5.0,0.6788888888888889,discharge
2837.0,589.8198915286187,45.37244566878657,5017.799680221735,25.0,3.99275,5.0,0.6786111111111113,discharge
2838.0,591.0658811457936,45.46515786265138,5017.828123216146,25.0,3.9925000000000006,5.0,0.6783333333333335,discharge
2839.0,588.8370593280442,45.30047661689217,5017.831222739385,25.0,3.9922500000000003,5.0,0.6780555555555556,discharge
2840.0,587.8907158009415,45.23079376303269,5017.797920631853,25.0,3.992,5.0,0.6777777777777777,discharge
2841.0,588.1293902879715,45.24889002133123,5017.729066984901,25.0,3.9917500000000006,5.0,0.6775000000000001,discharge
2842.0,589.2683719255012,45.33367569818529,5017.713291024513,25.0,3.9915000000000003,5.0,0.6772222222222223,discharge
2843.0,587.6887018156767,45.21707976412421,5017.637651375193,25.0,3.99125,5.0,0.6769444444444445,discharge
2844.0,587.3123127730986,45.18961576097027,5017.6804640697,25.0,3.9910000000000005,5.0,0.6766666666666669,discharge
2845.0,587.3768104436438,45.194810032862506,5017.670793990079,25.0,3.9907500000000002,5.0,0.6763888888888889,discharge
2846.0,589.2588910512819,45.33464007787274,5017.706720895548,25.0,3.9905,5.0,0.6761111111111111,discharge
2847.0,588.1607527206718,45.2537131644942,5017.544964568924,25.0,3.9902500000000005,5.0,0.6758333333333333,discharge
2848.0,587.4546789632137,45.20182807134916,5017.569122949946,25.0,3.99,5.0,0.6755555555555557,discharge
2849.0,588.4876006307134,45.27875745412692,5017.531930241687,25.0,3.98975,5.0,0.6752777777777779,discharge
2850.0,588.1886563427995,45.257030099466625,5017.393969178673,25.0,3.9895000000000005,5.0,0.675,discharge
2851.0,586.4079588800489,45.125543250373994,5017.538698088713,25.0,3.98925,5.0,0.6747222222222221,discharge
2852.0,588.0534472455173,45.24784794411239,5017.501298402629,25.0,3.989,5.0,0.6744444444444445,discharge
2853.0,587.3343473072912,45.19499794868824,5017.44134541604,25.0,3.9887500000000005,5.0,0.6741666666666667,discharge
2854.0,584.9177504986741,45.016407444346235,5017.407847431934,25.0,3.9885,5.0,0.6738888888888889,discharge
2855.0,585.6442793448717,45.07064106258309,5017.351993710223,25.0,3.98825,5.0,0.6736111111111113,discharge
2856.0,586.9355964837921,45.16671085065127,5017.351359791963,25.0,3.9880000000000004,5.0,0.6733333333333333,discharge
2857.0,587.0195433442485,45.17334580327767,5017.316982400203,25.0,3.98775,5.0,0.6730555555555557,discharge
2858.0,586.1169852142306,45.10690631216522,5017.291463268909,25.0,3.9875,5.0,0.6727777777777777,discharge
2859.0,585.2757629230514,45.04501021652233,5017.204419010255,25.0,3.9872500000000004,5.0,0.6725000000000001,discharge
2860.0,586.3688028805918,45.12639280596977,5017.124720804216,25.0,3.987,5.0,0.6722222222222223,discharge
2861.0,584.1770345583493,44.96445626358143,5017.1079412951985,25.0,3.98675,5.0,0.6719444444444445,discharge
2862.0,586.3965299817088,45.129279998645096,5017.213953058237,25.0,3.9865000000000004,5.0,0.6716666666666669,discharge
2863.0,585.5590148385154,45.0676585065567,5017.232745102796,25.0,3.98625,5.0,0.6713888888888889,discharge
2864.0,585.54276076212,45.06687116756444,5017.16741605583,25.0,3.9860000000000007,5.0,0.6711111111111113,discharge
2865.0,584.7875643520332,45.01134735940987,5017.082570337541,25.0,3.9857500000000003,5.0,0.6708333333333333,discharge
2866.0,586.1124526710329,45.109903901558,5016.993562728916,25.0,3.9855,5.0,0.6705555555555557,discharge
2867.0,582.8520757336619,44.86881116545644,5017.0354577209855,25.0,3.9852499999999997,5.0,0.6702777777777779,discharge
2868.0,584.1587845711954,44.96602107934781,5016.964161337595,25.0,3.9850000000000003,5.0,0.67,discharge
2869.0,585.4496072374212,45.06205423980898,5016.988199406659,25.0,3.98475,5.0,0.6697222222222223,discharge
2870.0,584.0443493280139,44.95837772800104,5016.9492676327445,25.0,3.9844999999999997,5.0,0.6694444444444445,discharge
2871.0,586.0459175547155,45.10705870775671,5016.8537807807925,25.0,3.9842500000000003,5.0,0.6691666666666667,discharge
2872.0,584.883213474579,45.02134914626511,5016.927451463281,25.0,3.984,5.0,0.6688888888888889,discharge
2873.0,583.5707346395158,44.924545158482644,5016.892193809115,25.0,3.9837500000000006,5.0,0.6686111111111113,discharge
2874.0,585.2836002156503,45.05184075671484,5016.880573308494,25.0,3.9835000000000003,5.0,0.6683333333333334,discharge
2875.0,583.9607116566407,44.95426567826968,5016.810720906991,25.0,3.98325,5.0,0.6680555555555557,discharge
2876.0,584.4897758949326,44.993872288513515,5016.754399752607,25.0,3.9829999999999997,5.0,0.6677777777777777,discharge
2877.0,583.1685523682963,44.89642054579973,5016.807801139967,25.0,3.9827500000000002,5.0,0.6675000000000001,discharge
2878.0,583.0469189268495,44.88782732791478,5016.725102732178,25.0,3.9825,5.0,0.6672222222222223,discharge
2879.0,584.2044290379906,44.97398548429561,5016.733576714728,25.0,3.9822500000000005,5.0,0.6669444444444445,discharge
2880.0,583.4649688203426,44.919627320025384,5016.663970787084,25.0,3.982,5.0,0.6666666666666669,discharge
2881.0,582.4808020870522,44.84714274718905,5016.585597029584,25.0,3.98175,5.0,0.6663888888888889,discharge
2882.0,582.2216969332726,44.82836643950168,5016.5908989880545,25.0,3.9815,5.0,0.6661111111111111,discharge
2883.0,583.5945198180638,44.93047369022695,5016.518343526947,25.0,3.98125,5.0,0.6658333333333333,discharge
2884.0,584.5543404426458,45.00198818093672,5016.509754844436,25.0,3.9810000000000003,5.0,0.6655555555555557,discharge
2885.0,581.8495470652449,44.80204978261074,5016.50628352186,25.0,3.9807500000000005,5.0,0.6652777777777779,discharge
2886.0,583.2115945758699,44.90335885747184,5016.469166700372,25.0,3.9805,5.0,0.665,discharge
2887.0,579.5303436243466,44.63109026847012,5016.585137340097,25.0,3.98025,5.0,0.6647222222222221,discharge
2888.0,580.8946941829882,44.73256993948061,5016.398168071316,25.0,3.9800000000000004,5.0,0.6644444444444445,discharge
2889.0,582.7943897503695,44.87370479632368,5016.396604653321,25.0,3.97975,5.0,0.6641666666666667,discharge
2890.0,583.5578224461842,44.93067203305068,5016.409136870385,25.0,3.9795000000000003,5.0,0.6638888888888889,discharge
2891.0,581.9123075878371,44.809198710210154,5016.463247743146,25.0,3.9792500000000004,5.0,0.6636111111111113,discharge
2892.0,582.251175865683,44.83471673079133,5016.336615677061,25.0,3.979,5.0,0.6633333333333333,discharge
2893.0,581.8302938209875,44.80395694970278,5016.334434830136,25.0,3.9787500000000002,5.0,0.6630555555555557,discharge
2894.0,582.4319978636761,44.84894428619823,5016.266334403885,25.0,3.9785,5.0,0.6627777777777777,discharge
2895.0,580.2270493326009,44.686031432044516,5016.204451482574,25.0,3.97825,5.0,0.6625000000000001,discharge
2896.0,581.7871891623549,44.80201401202629,5016.190610928339,25.0,3.978,5.0,0.6622222222222223,discharge
2897.0,580.5917971251934,44.71388312038469,5016.239731502074,25.0,3.9777500000000003,5.0,0.6619444444444444,discharge
2898.0,580.547133167126,44.71099134571304,5016.161301434469,25.0,3.9775,5.0,0.6616666666666667,discharge
2899.0,580.7386346697307,44.72559330886894,5016.14035039349,25.0,3.97725,5.0,0.6613888888888889,discharge
2900.0,580.4017693400706,44.701056988153375,5016.10964520131,25.0,3.9770000000000003,5.0,0.6611111111111113,discharge
2901.0,579.7073797608424,44.650037389692045,5016.146101031246,25.0,3.97675,5.0,0.6608333333333333,discharge
2902.0,580.0749340584989,44.67768030062955,5016.13473531972,25.0,3.9765,5.0,0.6605555555555557,discharge
2903.0,579.2541762629562,44.61730009355231,5016.030144067533,25.0,3.9762500000000003,5.0,0.6602777777777779,discharge
2904.0,581.5127818654025,44.78502087891871,5015.97528318171,25.0,3.9760000000000004,5.0,0.6600000000000001,discharge
2905.0,580.6024095675648,44.71800256056036,5015.953046680982,25.0,3.97575,5.0,0.6597222222222223,discharge
2906.0,579.3642448908508,44.626703325248215,5015.871595022652,25.0,3.9755000000000003,5.0,0.6594444444444445,discharge
2907.0,581.2048222610555,44.76345905637449,5015.902247362632,25.0,3.97525,5.0,0.6591666666666667,discharge
2908.0,580.7654703428465,44.73133113650715,5015.918362585059,25.0,3.975,5.0,0.6588888888888889,discharge
2909.0,579.8385561560341,44.663087493039555,5015.88910499125,25.0,3.9747500000000002,5.0,0.6586111111111113,discharge
2910.0,578.6900255631241,44.57842781949068,5015.804567073014,25.0,3.9745,5.0,0.6583333333333333,discharge
2911.0,579.3341346491331,44.62655627030615,5015.804755711911,25.0,3.9742500000000005,5.0,0.6580555555555557,discharge
2912.0,579.5058872526056,44.639695352044846,5015.757682965802,25.0,3.974,5.0,0.6577777777777777,discharge
2913.0,580.1748020376028,44.68966126204465,5015.752037215649,25.0,3.9737500000000003,5.0,0.6575000000000001,discharge
2914.0,578.4852280735972,44.56492430174794,5015.772130549224,25.0,3.9735,5.0,0.6572222222222223,discharge
2915.0,577.9648983337524,44.5267980247224,5015.707607467385,25.0,3.97325,5.0,0.6569444444444444,discharge
2916.0,580.6505128105111,44.726149097074895,5015.630019015891,25.0,3.9730000000000003,5.0,0.6566666666666667,discharge
2917.0,579.6177016720512,44.65006123496677,5015.618988399923,25.0,3.97275,5.0,0.6563888888888889,discharge
2918.0,578.4169956214337,44.561536712698796,5015.5768998820295,25.0,3.9725,5.0,0.6561111111111113,discharge
2919.0,577.0601547741978,44.461446649940584,5015.58923887914,25.0,3.97225,5.0,0.6558333333333333,discharge
2920.0,578.3117897580828,44.55457701911725,5015.539030042582,25.0,3.9720000000000004,5.0,0.6555555555555557,discharge
2921.0,578.7963041120922,44.590883637932755,5015.461494034952,25.0,3.97175,5.0,0.6552777777777778,discharge
2922.0,578.2985837847798,44.5544321322059,5015.470401081589,25.0,3.9715000000000003,5.0,0.6550000000000001,discharge
2923.0,578.2280979754078,44.549627627807986,5015.506788204347,25.0,3.97125,5.0,0.6547222222222221,discharge
2924.0,577.3176690827646,44.482605117241825,5015.388466375765,25.0,3.971,5.0,0.6544444444444445,discharge
2925.0,578.2601183635824,44.55283284174684,5015.365899727335,25.0,3.9707500000000002,5.0,0.6541666666666669,discharge
2926.0,576.4004746202374,44.41549812001759,5015.4029372562345,25.0,3.9705000000000004,5.0,0.6538888888888889,discharge
2927.0,576.4228761183275,44.417574156913155,5015.462144787632,25.0,3.97025,5.0,0.6536111111111111,discharge
2928.0,576.2241722931842,44.40327202171735,5015.348581808676,25.0,3.97,5.0,0.6533333333333333,discharge
2929.0,575.9414371752564,44.38274534631529,5015.263729648084,25.0,3.9697500000000003,5.0,0.6530555555555557,discharge
2930.0,578.3674418732965,44.56286606468863,5015.261735741113,25.0,3.9695,5.0,0.6527777777777777,discharge
2931.0,574.6257146026968,44.28611774834792,5015.273782723626,25.0,3.96925,5.0,0.6525000000000001,discharge
2932.0,576.395069557971,44.41759774503488,5015.296076292576,25.0,3.9690000000000003,5.0,0.6522222222222223,discharge
2933.0,575.0472040400655,44.31817252148632,5015.269572073818,25.0,3.96875,5.0,0.6519444444444444,discharge
2934.0,574.6520834593105,44.28932099698596,5015.11569576412,25.0,3.9685,5.0,0.6516666666666667,discharge
2935.0,575.8419537722955,44.37787620535522,5015.114050247326,25.0,3.9682500000000003,5.0,0.6513888888888889,discharge
2936.0,574.0532455193452,44.24579596439595,5015.099220668047,25.0,3.9680000000000004,5.0,0.6511111111111113,discharge
2937.0,575.3731747675849,44.343985167969265,5015.08346979202,25.0,3.96775,5.0,0.6508333333333333,discharge
2938.0,577.593763436786,44.508889884206376,5015.086442437382,25.0,3.9675000000000002,5.0,0.6505555555555557,discharge
2939.0,575.073499242948,44.32262031429244,5015.044773898466,25.0,3.96725,5.0,0.6502777777777778,discharge
2940.0,575.4971452794703,44.35441816884965,5014.994425021326,25.0,3.9670000000000005,5.0,0.6500000000000001,discharge
2941.0,574.0634508436614,44.24863524767862,5015.046738122931,25.0,3.96675,5.0,0.6497222222222223,discharge
2942.0,575.242529258983,44.33639105622096,5014.948573172677,25.0,3.9665,5.0,0.6494444444444445,discharge
2943.0,573.1483974546361,44.181686848491566,5014.844495698616,25.0,3.96625,5.0,0.6491666666666667,discharge
2944.0,574.6741187325732,44.29511990611653,5014.889383181152,25.0,3.966,5.0,0.6488888888888888,discharge
2945.0,574.2183749668568,44.26177777532273,5014.8379109065745,25.0,3.96575,5.0,0.6486111111111111,discharge
2946.0,576.3532327961526,44.42033205897428,5014.824023544329,25.0,3.9655,5.0,0.6483333333333333,discharge
2947.0,573.974809480588,44.2445692207843,5014.897506173095,25.0,3.96525,5.0,0.6480555555555557,discharge
2948.0,573.5595821893238,44.21422831032028,5014.802663924626,25.0,3.965,5.0,0.6477777777777777,discharge
2949.0,573.2228908241141,44.1897048758603,5014.685474778732,25.0,3.9647500000000004,5.0,0.6475000000000001,discharge
2950.0,572.4478754180288,44.13271299392806,5014.729516048576,25.0,3.9645,5.0,0.6472222222222223,discharge
2951.0,574.2597634696265,44.2673435903427,5014.717600631912,25.0,3.9642500000000003,5.0,0.6469444444444445,discharge
2952.0,574.7949654221084,44.3074048460821,5014.645230206609,25.0,3.9640000000000004,5.0,0.6466666666666667,discharge
2953.0,572.8471928678587,44.16354206428584,5014.681976406277,25.0,3.96375,5.0,0.6463888888888889,discharge
2954.0,573.7815950670088,44.23317370866734,5014.587261697213,25.0,3.9635000000000002,5.0,0.6461111111111113,discharge
2955.0,572.5846493579068,44.144927730215315,5014.617571106781,25.0,3.96325,5.0,0.6458333333333333,discharge
2956.0,573.1963251310781,44.1906537134132,5014.527016909731,25.0,3.963,5.0,0.6455555555555557,discharge
2957.0,573.1132397984561,44.18491591099675,5014.487846532687,25.0,3.96275,5.0,0.6452777777777778,discharge
2958.0,571.0949762178182,44.03583157169024,5014.542404612462,25.0,3.9625000000000004,5.0,0.6450000000000001,discharge
2959.0,571.6106730454223,44.074448003364616,5014.398552544572,25.0,3.96225,5.0,0.6447222222222223,discharge
2960.0,573.1686375161158,44.190269445638215,5014.545639301712,25.0,3.962,5.0,0.6444444444444445,discharge
2961.0,570.2039944307343,43.971082920795126,5014.409435282112,25.0,3.9617500000000003,5.0,0.6441666666666669,discharge
2962.0,571.9662377283373,44.10203612802499,5014.287398771472,25.0,3.9615,5.0,0.6438888888888888,discharge
2963.0,571.4776585264382,44.066261742699126,5014.3003292442145,25.0,3.96125,5.0,0.6436111111111111,discharge
2964.0,570.7566608059018,44.01327117080754,5014.288789487019,25.0,3.9610000000000003,5.0,0.6433333333333333,discharge
2965.0,571.5903952911673,44.075445947493876,5014.19546859126,25.0,3.9607500000000004,5.0,0.6430555555555557,discharge
2966.0,571.7078007807585,44.08455931709322,5014.353372563393,25.0,3.9605,5.0,0.6427777777777779,discharge
2967.0,571.7986865264928,44.09170826122169,5014.381927807913,25.0,3.9602500000000003,5.0,0.6425000000000001,discharge
2968.0,568.5037728143236,43.84805724550546,5014.187464984034,25.0,3.96,5.0,0.6422222222222222,discharge
2969.0,572.6559278565792,44.15604095233921,5014.218879872349,25.0,3.95975,5.0,0.6419444444444445,discharge
2970.0,570.3690764181888,43.98706121616213,5014.267164029984,25.0,3.9595000000000002,5.0,0.6416666666666667,discharge
2971.0,571.7435202804916,44.089288539295666,5014.116514688965,25.0,3.95925,5.0,0.6413888888888889,discharge
2972.0,570.4447082190418,43.99349690511421,5014.144330792743,25.0,3.9590000000000005,5.0,0.6411111111111113,discharge
2973.0,569.8471634890675,43.9496509991902,5014.132106586473,25.0,3.95875,5.0,0.6408333333333333,discharge
2974.0,570.2230887912701,43.97791398453854,5013.974777345949,25.0,3.9585000000000004,5.0,0.6405555555555557,discharge
2975.0,573.3099354812347,44.20698596157294,5014.043131860481,25.0,3.95825,5.0,0.6402777777777777,discharge
2976.0,571.570183680129,44.078532124454014,5014.055709663868,25.0,3.958,5.0,0.6400000000000001,discharge
2977.0,569.5234496897134,43.927338865904694,5013.978500006936,25.0,3.9577500000000003,5.0,0.6397222222222223,discharge
2978.0,569.9567960458182,43.9598552626532,5013.954405368116,25.0,3.9575,5.0,0.6394444444444445,discharge
2979.0,570.7109307430192,44.016133758742164,5013.978173216769,25.0,3.95725,5.0,0.6391666666666667,discharge
2980.0,570.0314045760061,43.96621515377823,5013.955962914542,25.0,3.957,5.0,0.6388888888888888,discharge
2981.0,569.3966981033788,43.9196165261762,5013.858177528207,25.0,3.95675,5.0,0.6386111111111111,discharge
2982.0,568.9857349945863,43.88959148108047,5013.737816115906,25.0,3.9565,5.0,0.6383333333333333,discharge
