t_s,I_A,voltage_V,T_degC,soc,pulse_id,seg_type
5252.5,0.0,3.657729137654128,25.0,0.35,2,rest
5252.6,0.0,3.6577234780973695,25.0,0.35,2,rest
5252.7,0.0,3.657716164972385,25.0,0.35,2,rest
5252.8,0.0,3.657721463456856,25.0,0.35,2,rest
5252.9,0.0,3.65771197339642,25.0,0.35,2,rest
5253.0,0.0,3.657738582276976,25.0,0.35,2,rest
5253.1,0.0,3.6577292770253833,25.0,0.35,2,rest
5253.2,0.0,3.6577299542357937,25.0,0.35,2,rest
5253.3,0.0,3.657725248304433,25.0,0.35,2,rest
5253.4,0.0,3.6577405088034727,25.0,0.35,2,rest
5253.5,0.0,3.65772252862594,25.0,0.35,2,rest
5253.6,0.0,3.657747838553476,25.0,0.35,2,rest
5253.7,0.0,3.657741841405609,25.0,0.35,2,rest
5253.8,0.0,3.657724000232818,25.0,0.35,2,rest
5253.9,0.0,3.657728985815949,25.0,0.35,2,rest
5254.0,0.0,3.657737282713375,25.0,0.35,2,rest
5254.1,0.0,3.657743505553353,25.0,0.35,2,rest
5254.2,0.0,3.657723068730325,25.0,0.35,2,rest
5254.3,0.0,3.657726001400234,25.0,0.35,2,rest
5254.4,0.0,3.657756041037342,25.0,0.35,2,rest
5254.5,0.0,3.6577401871177457,25.0,0.35,2,rest
5254.6,0.0,3.6577399563585855,25.0,0.35,2,rest
5254.7,0.0,3.65775032762306,25.0,0.35,2,rest
5254.8,0.0,3.657735449955213,25.0,0.35,2,rest
5254.9,0.0,3.6577264288956175,25.0,0.35,2,rest
5255.0,0.0,3.657713702284559,25.0,0.35,2,rest
5255.1,0.0,3.657739609422137,25.0,0.35,2,rest
5255.2,0.0,3.6577196577378905,25.0,0.35,2,rest
5255.3,0.0,3.657737698978022,25.0,0.35,2,rest
5255.4,0.0,3.657711243067484,25.0,0.35,2,rest
5255.5,0.0,3.657726247850966,25.0,0.35,2,rest
5255.6,0.0,3.657730811720966,25.0,0.35,2,rest
5255.7,0.0,3.657718476157773,25.0,0.35,2,rest
5255.8,0.0,3.657725523359337,25.0,0.35,2,rest
5255.9,0.0,3.657722673444997,25.0,0.35,2,rest
5256.0,0.0,3.657732289337031,25.0,0.35,2,rest
5256.1,0.0,3.6577184008196175,25.0,0.35,2,rest
5256.2,0.0,3.657728370806775,25.0,0.35,2,rest
5256.3,0.0,3.657744732795141,25.0,0.35,2,rest
5256.4,0.0,3.6577449996709017,25.0,0.35,2,rest
5256.5,0.0,3.6577498953808,25.0,0.35,2,rest
5256.6,0.0,3.6577351433683942,25.0,0.35,2,rest
5256.7,0.0,3.657726920312842,25.0,0.35,2,rest
5256.8,0.0,3.657734277894952,25.0,0.35,2,rest
5256.9,0.0,3.6577380949630887,25.0,0.35,2,rest
5257.0,0.0,3.657733790480415,25.0,0.35,2,rest
5257.1,0.0,3.657745493916112,25.0,0.35,2,rest
5257.2,0.0,3.657724415705305,25.0,0.35,2,rest
5257.3,0.0,3.657728919951234,25.0,0.35,2,rest
5257.4,0.0,3.6577157936203344,25.0,0.35,2,rest
5257.5,0.0,3.657726781791249,25.0,0.35,2,rest
5257.6,0.0,3.657743391239437,25.0,0.35,2,rest
5257.7,0.0,3.657731515990048,25.0,0.35,2,rest
5257.8,0.0,3.657738471863028,25.0,0.35,2,rest
5257.9,0.0,3.657735267669577,25.0,0.35,2,rest
5258.0,0.0,3.657740634459138,25.0,0.35,2,rest
5258.1,0.0,3.657722637782192,25.0,0.35,2,rest
5258.2,0.0,3.657736340317769,25.0,0.35,2,rest
5258.3,0.0,3.657737788411235,25.0,0.35,2,rest
5258.4,0.0,3.657742566673854,25.0,0.35,2,rest
5258.5,0.0,3.657744935892844,25.0,0.35,2,rest
5258.6,0.0,3.657726021470866,25.0,0.35,2,rest
5258.7,0.0,3.6577166768775977,25.0,0.35,2,rest
5258.8,0.0,3.6577245716555535,25.0,0.35,2,rest
5258.9,0.0,3.6577442271764222,25.0,0.35,2,rest
5259.0,0.0,3.657721059329152,25.0,0.35,2,rest
5259.1,0.0,3.6577172275867103,25.0,0.35,2,rest
5259.2,0.0,3.657717881356528,25.0,0.35,2,rest
5259.3,0.0,3.657717987943647,25.0,0.35,2,rest
5259.4,0.0,3.657738198355204,25.0,0.35,2,rest
5259.5,0.0,3.657723316708733,25.0,0.35,2,rest
5259.6,0.0,3.6577247459791504,25.0,0.35,2,rest
5259.7,0.0,3.657742421554708,25.0,0.35,2,rest
5259.8,0.0,3.657740350460912,25.0,0.35,2,rest
5259.9,0.0,3.657739805665562,25.0,0.35,2,rest
5260.0,0.0,3.657723337858981,25.0,0.35,2,rest
5260.1,0.0,3.657713956472086,25.0,0.35,2,rest
5260.2,0.0,3.657734511688016,25.0,0.35,2,rest
5260.3,0.0,3.6577485454843335,25.0,0.35,2,rest
5260.4,0.0,3.6577274303537535,25.0,0.35,2,rest
5260.5,0.0,3.657728273030696,25.0,0.35,2,rest
5260.6,0.0,3.657698509386672,25.0,0.35,2,rest
5260.7,0.0,3.65774831538064,25.0,0.35,2,rest
5260.8,0.0,3.65772899924684,25.0,0.35,2,rest
5260.9,0.0,3.6577135800375897,25.0,0.35,2,rest
5261.0,0.0,3.657730399804036,25.0,0.35,2,rest
5261.1,0.0,3.6577250359932942,25.0,0.35,2,rest
5261.2,0.0,3.657737270822489,25.0,0.35,2,rest
5261.3,0.0,3.6577525238465927,25.0,0.35,2,rest
5261.4,0.0,3.6577229395878046,25.0,0.35,2,rest
5261.5,0.0,3.6577325472209727,25.0,0.35,2,rest
5261.6,0.0,3.657727143829737,25.0,0.35,2,rest
5261.7,0.0,3.657724347574335,25.0,0.35,2,rest
5261.8,0.0,3.657735593296264,25.0,0.35,2,rest
5261.9,0.0,3.657746465991559,25.0,0.35,2,rest
5262.0,0.0,3.657735391224752,25.0,0.35,2,rest
5262.1,0.0,3.65772672485921,25.0,0.35,2,rest
5262.2,0.0,3.6577361756825777,25.0,0.35,2,rest
5262.3,0.0,3.6577333579815337,25.0,0.35,2,rest
5262.4,0.0,3.657739142828601,25.0,0.35,2,rest
5262.5,0.0,3.657725475406746,25.0,0.35,2,rest
5262.6,0.0,3.657732369566993,25.0,0.35,2,rest
5262.7,0.0,3.657747465411059,25.0,0.35,2,rest
5262.8,0.0,3.657731181913975,25.0,0.35,2,rest
5262.9,0.0,3.657740762124565,25.0,0.35,2,rest
5263.0,0.0,3.657730887228509,25.0,0.35,2,rest
5263.1,0.0,3.6577316982225954,25.0,0.35,2,rest
5263.2,0.0,3.657723565916251,25.0,0.35,2,rest
5263.3,0.0,3.657759488928871,25.0,0.35,2,rest
5263.4,0.0,3.657742971642685,25.0,0.35,2,rest
5263.5,0.0,3.65774279799999,25.0,0.35,2,rest
5263.6,0.0,3.6577425684739615,25.0,0.35,2,rest
5263.7,0.0,3.6577207923186905,25.0,0.35,2,rest
5263.8,0.0,3.6577234075012552,25.0,0.35,2,rest
5263.9,0.0,3.657729178156605,25.0,0.35,2,rest
5264.0,0.0,3.657714178750088,25.0,0.35,2,rest
5264.1,0.0,3.657721955480717,25.0,0.35,2,rest
5264.2,0.0,3.6577392903462376,25.0,0.35,2,rest
5264.3,0.0,3.657709640522044,25.0,0.35,2,rest
5264.4,0.0,3.657721987425601,25.0,0.35,2,rest
5264.5,0.0,3.657729950165431,25.0,0.35,2,rest
5264.6,0.0,3.6577300175410974,25.0,0.35,2,rest
5264.7,0.0,3.657730627749852,25.0,0.35,2,rest
5264.8,0.0,3.657723318671519,25.0,0.35,2,rest
5264.9,0.0,3.657740054755469,25.0,0.35,2,rest
5265.0,0.0,3.657707312804054,25.0,0.35,2,rest
5265.1,0.0,3.657735119463772,25.0,0.35,2,rest
5265.2,0.0,3.657715815839349,25.0,0.35,2,rest
5265.3,0.0,3.6577236895964127,25.0,0.35,2,rest
5265.4,0.0,3.657730217456376,25.0,0.35,2,rest
5265.5,0.0,3.657747052963216,25.0,0.35,2,rest
5265.6,0.0,3.657721834340569,25.0,0.35,2,rest
5265.7,0.0,3.657716465325234,25.0,0.35,2,rest
5265.8,0.0,3.657740715185419,25.0,0.35,2,rest
5265.9,0.0,3.657730121466523,25.0,0.35,2,rest
5266.0,0.0,3.657731086560729,25.0,0.35,2,rest
5266.1,0.0,3.657736577975552,25.0,0.35,2,rest
5266.2,0.0,3.657741004899001,25.0,0.35,2,rest
5266.3,0.0,3.657732560311528,25.0,0.35,2,rest
5266.4,0.0,3.657709831122614,25.0,0.35,2,rest
5266.5,0.0,3.657728902584446,25.0,0.35,2,rest
5266.6,0.0,3.65773117685882,25.0,0.35,2,rest
5266.7,0.0,3.657719367553139,25.0,0.35,2,rest
5266.8,0.0,3.657720711182192,25.0,0.35,2,rest
5266.9,0.0,3.657737353957728,25.0,0.35,2,rest
5267.0,0.0,3.6577334212614967,25.0,0.35,2,rest
5267.1,0.0,3.6577218987295246,25.0,0.35,2,rest
5267.2,0.0,3.6577366077164624,25.0,0.35,2,rest
5267.3,0.0,3.6577323187307846,25.0,0.35,2,rest
5267.4,0.0,3.657718024487264,25.0,0.35,2,rest
5267.5,0.0,3.657728221324793,25.0,0.35,2,rest
5267.6,0.0,3.6577178068087854,25.0,0.35,2,rest
5267.7,0.0,3.657722313253674,25.0,0.35,2,rest
5267.8,0.0,3.657733986573665,25.0,0.35,2,rest
5267.9,0.0,3.657718699627866,25.0,0.35,2,rest
5268.0,0.0,3.657718479208688,25.0,0.35,2,rest
5268.1,0.0,3.65773474666536,25.0,0.35,2,rest
5268.2,0.0,3.657720866826552,25.0,0.35,2,rest
5268.3,0.0,3.657728232625419,25.0,0.35,2,rest
5268.4,0.0,3.657728444970224,25.0,0.35,2,rest
5268.5,0.0,3.657729350444992,25.0,0.35,2,rest
5268.6,0.0,3.657734787035487,25.0,0.35,2,rest
5268.7,0.0,3.65772663343396,25.0,0.35,2,rest
5268.8,0.0,3.657723204461667,25.0,0.35,2,rest
5268.9,0.0,3.6577263424365634,25.0,0.35,2,rest
5269.0,0.0,3.657742640550832,25.0,0.35,2,rest
5269.1,0.0,3.657740314888012,25.0,0.35,2,rest
5269.2,0.0,3.6577304422003873,25.0,0.35,2,rest
5269.3,0.0,3.657743314799409,25.0,0.35,2,rest
5269.4,0.0,3.6577380987204338,25.0,0.35,2,rest
5269.5,0.0,3.6577202351912983,25.0,0.35,2,rest
5269.6,0.0,3.6577461446785713,25.0,0.35,2,rest
5269.7,0.0,3.6577590636774455,25.0,0.35,2,rest
5269.8,0.0,3.657734631230386,25.0,0.35,2,rest
5269.9,0.0,3.6577147541327095,25.0,0.35,2,rest
5270.0,0.0,3.6577460330875016,25.0,0.35,2,rest
5270.1,0.0,3.657737102451923,25.0,0.35,2,rest
5270.2,0.0,3.6577299183950394,25.0,0.35,2,rest
5270.3,0.0,3.657710609721064,25.0,0.35,2,rest
5270.4,0.0,3.657729951536707,25.0,0.35,2,rest
5270.5,0.0,3.657727981076991,25.0,0.35,2,rest
5270.6,0.0,3.657727823831623,25.0,0.35,2,rest
5270.7,0.0,3.6577267667198736,25.0,0.35,2,rest
5270.8,0.0,3.657740631084253,25.0,0.35,2,rest
5270.9,0.0,3.657726770910792,25.0,0.35,2,rest
5271.0,0.0,3.6577353183189194,25.0,0.35,2,rest
5271.1,0.0,3.657711883226349,25.0,0.35,2,rest
5271.2,0.0,3.657721085427306,25.0,0.35,2,rest
5271.3,0.0,3.65773092249718,25.0,0.35,2,rest
5271.4,0.0,3.657722059117648,25.0,0.35,2,rest
5271.5,0.0,3.657731382186341,25.0,0.35,2,rest
5271.6,0.0,3.6577305048044937,25.0,0.35,2,rest
5271.7,0.0,3.657732902123409,25.0,0.35,2,rest
5271.8,0.0,3.6577277003831328,25.0,0.35,2,rest
5271.9,0.0,3.657737409717242,25.0,0.35,2,rest
5272.0,0.0,3.6577173650616777,25.0,0.35,2,rest
5272.1,0.0,3.657727010319168,25.0,0.35,2,rest
5272.2,0.0,3.657746312437883,25.0,0.35,2,rest
5272.3,0.0,3.657726840551201,25.0,0.35,2,rest
5272.4,0.0,3.657746400987376,25.0,0.35,2,rest
5272.5,0.0,3.657734525989439,25.0,0.35,2,rest
5272.6,0.0,3.657728636119516,25.0,0.35,2,rest
5272.7,0.0,3.6577319295573,25.0,0.35,2,rest
5272.8,0.0,3.657747052259847,25.0,0.35,2,rest
5272.9,0.0,3.657727879361772,25.0,0.35,2,rest
5273.0,0.0,3.657719884675657,25.0,0.35,2,rest
5273.1,0.0,3.657736054138388,25.0,0.35,2,rest
5273.2,0.0,3.657738240750173,25.0,0.35,2,rest
5273.3,0.0,3.657739615331178,25.0,0.35,2,rest
5273.4,0.0,3.657715761174744,25.0,0.35,2,rest
5273.5,0.0,3.657735031707705,25.0,0.35,2,rest
5273.6,0.0,3.657731716959623,25.0,0.35,2,rest
5273.7,0.0,3.6577285504967794,25.0,0.35,2,rest
5273.8,0.0,3.657726290837505,25.0,0.35,2,rest
5273.9,0.0,3.6577357136799495,25.0,0.35,2,rest
5274.0,0.0,3.657730340055175,25.0,0.35,2,rest
5274.1,0.0,3.657730550577975,25.0,0.35,2,rest
5274.2,0.0,3.657751043440332,25.0,0.35,2,rest
5274.3,0.0,3.657731582394783,25.0,0.35,2,rest
5274.4,0.0,3.657719399807709,25.0,0.35,2,rest
5274.5,0.0,3.65772176999596,25.0,0.35,2,rest
5274.6,0.0,3.657723361900219,25.0,0.35,2,rest
5274.7,0.0,3.6577148299504416,25.0,0.35,2,rest
5274.8,0.0,3.657741858231682,25.0,0.35,2,rest
5274.9,0.0,3.657749601668393,25.0,0.35,2,rest
5275.0,0.0,3.657724656047974,25.0,0.35,2,rest
5275.1,0.0,3.657740059659488,25.0,0.35,2,rest
5275.2,0.0,3.657723445766416,25.0,0.35,2,rest
5275.3,0.0,3.657724092263343,25.0,0.35,2,rest
5275.4,0.0,3.657713417457072,25.0,0.35,2,rest
5275.5,0.0,3.6577303584922425,25.0,0.35,2,rest
5275.6,0.0,3.657743298059829,25.0,0.35,2,rest
5275.7,0.0,3.657743599479659,25.0,0.35,2,rest
5275.8,0.0,3.6577362403050366,25.0,0.35,2,rest
5275.9,0.0,3.657728268596257,25.0,0.35,2,rest
5276.0,0.0,3.657743020022217,25.0,0.35,2,rest
5276.1,0.0,3.657748384899121,25.0,0.35,2,rest
5276.2,0.0,3.657723289086402,25.0,0.35,2,rest
5276.3,0.0,3.657733640657893,25.0,0.35,2,rest
5276.4,0.0,3.657730455395898,25.0,0.35,2,rest
5276.5,0.0,3.657724531628598,25.0,0.35,2,rest
5276.6,0.0,3.65771920157124,25.0,0.35,2,rest
5276.7,0.0,3.657722643177008,25.0,0.35,2,rest
5276.8,0.0,3.6577320902329657,25.0,0.35,2,rest
5276.9,0.0,3.657733540114322,25.0,0.35,2,rest
5277.0,0.0,3.657732387065144,25.0,0.35,2,rest
5277.1,0.0,3.657743805335412,25.0,0.35,2,rest
5277.2,0.0,3.6577240879020696,25.0,0.35,2,rest
5277.3,0.0,3.657718383864813,25.0,0.35,2,rest
5277.4,0.0,3.6577191802571503,25.0,0.35,2,rest
5277.5,0.0,3.657734945700362,25.0,0.35,2,rest
5277.6,0.0,3.657725595458977,25.0,0.35,2,rest
5277.7,0.0,3.657714493242,25.0,0.35,2,rest
5277.8,0.0,3.6577402427860473,25.0,0.35,2,rest
5277.9,0.0,3.657744994745505,25.0,0.35,2,rest
5278.0,0.0,3.657732800147623,25.0,0.35,2,rest
5278.1,0.0,3.6577374266257374,25.0,0.35,2,rest
5278.2,0.0,3.6577170243327854,25.0,0.35,2,rest
5278.3,0.0,3.657716851354938,25.0,0.35,2,rest
5278.4,0.0,3.657732616858324,25.0,0.35,2,rest
5278.5,0.0,3.65773308812791,25.0,0.35,2,rest
5278.6,0.0,3.657729063964261,25.0,0.35,2,rest
5278.7,0.0,3.657728101116223,25.0,0.35,2,rest
5278.8,0.0,3.6577247058844784,25.0,0.35,2,rest
5278.9,0.0,3.657745418660672,25.0,0.35,2,rest
5279.0,0.0,3.657722425211003,25.0,0.35,2,rest
5279.1,0.0,3.657729658934784,25.0,0.35,2,rest
5279.2,0.0,3.657741382727543,25.0,0.35,2,rest
5279.3,0.0,3.6577207891568455,25.0,0.35,2,rest
5279.4,0.0,3.6577324336665273,25.0,0.35,2,rest
5279.5,0.0,3.6577298467935,25.0,0.35,2,rest
5279.6,0.0,3.657737169123752,25.0,0.35,2,rest
5279.7,5.0,3.647706539290858,25.0,0.35,2,pulse
5279.8,5.0,3.647468107281605,25.0,0.3499722222222222,2,pulse
5279.9,5.0,3.6472260024141,25.0,0.3499444444444444,2,pulse
5280.0,5.0,3.647028103038038,25.0,0.3499166666666666,2,pulse
5280.1,5.0,3.6468185627027143,25.0,0.3498888888888888,2,pulse
5280.2,5.0,3.6466322558175848,25.0,0.349861111111111,2,pulse
5280.3,5.0,3.646480748371659,25.0,0.3498333333333333,2,pulse
5280.4,5.0,3.646326081533767,25.0,0.3498055555555555,2,pulse
5280.5,5.0,3.646190132508265,25.0,0.3497777777777777,2,pulse
5280.6,5.0,3.646062386118752,25.0,0.34975,2,pulse
5280.7,5.0,3.645941066449398,25.0,0.3497222222222222,2,pulse
5280.8,5.0,3.645818731889101,25.0,0.3496944444444444,2,pulse
5280.9,5.0,3.6457269113342448,25.0,0.3496666666666666,2,pulse
5281.0,5.0,3.645633964522496,25.0,0.3496388888888889,2,pulse
5281.1,5.0,3.645548559810746,25.0,0.3496111111111111,2,pulse
5281.2,5.0,3.64546850862738,25.0,0.3495833333333333,2,pulse
5281.3,5.0,3.64539187383403,25.0,0.3495555555555555,2,pulse
5281.4,5.0,3.645317692538313,25.0,0.3495277777777777,2,pulse
5281.5,5.0,3.645256721837384,25.0,0.3495,2,pulse
5281.6,5.0,3.645187381246888,25.0,0.3494722222222222,2,pulse
5281.7,5.0,3.6451317743008422,25.0,0.3494444444444444,2,pulse
5281.8,5.0,3.645094990627229,25.0,0.3494166666666666,2,pulse
5281.9,5.0,3.64503468176656,25.0,0.3493888888888888,2,pulse
5282.0,5.0,3.6449917524711,25.0,0.349361111111111,2,pulse
5282.1,5.0,3.6449409646531694,25.0,0.3493333333333333,2,pulse
5282.2,5.0,3.644887871157726,25.0,0.3493055555555555,2,pulse
5282.3,5.0,3.644860143214869,25.0,0.3492777777777777,2,pulse
5282.4,5.0,3.6448421761047007,25.0,0.34925,2,pulse
5282.5,5.0,3.6447885968726017,25.0,0.3492222222222222,2,pulse
5282.6,5.0,3.644748004417438,25.0,0.3491944444444444,2,pulse
5282.7,5.0,3.644728373634155,25.0,0.3491666666666666,2,pulse
5282.8,5.0,3.6446845234988015,25.0,0.3491388888888889,2,pulse
5282.9,5.0,3.644652339294778,25.0,0.3491111111111111,2,pulse
5283.0,5.0,3.644613014210395,25.0,0.3490833333333333,2,pulse
5283.1,5.0,3.644582644556909,25.0,0.3490555555555555,2,pulse
5283.2,5.0,3.6445760151486857,25.0,0.3490277777777777,2,pulse
5283.3,5.0,3.6445460919999264,25.0,0.349,2,pulse
5283.4,5.0,3.6445186908902807,25.0,0.3489722222222222,2,pulse
5283.5,5.0,3.644499502714039,25.0,0.3489444444444444,2,pulse
5283.6,5.0,3.644462873060079,25.0,0.3489166666666666,2,pulse
5283.7,5.0,3.6444430988408567,25.0,0.3488888888888888,2,pulse
5283.8,5.0,3.6444101853751527,25.0,0.348861111111111,2,pulse
5283.9,5.0,3.644386673645219,25.0,0.3488333333333333,2,pulse
5284.0,5.0,3.644364650607846,25.0,0.3488055555555555,2,pulse
5284.1,5.0,3.6443590577307594,25.0,0.3487777777777777,2,pulse
5284.2,5.0,3.6443340569708593,25.0,0.34875,2,pulse
5284.3,5.0,3.644294852761248,25.0,0.3487222222222222,2,pulse
5284.4,5.0,3.64427997469252,25.0,0.3486944444444444,2,pulse
5284.5,5.0,3.644262883614661,25.0,0.3486666666666666,2,pulse
5284.6,5.0,3.644232400890816,25.0,0.3486388888888889,2,pulse
5284.7,5.0,3.644226227607772,25.0,0.3486111111111111,2,pulse
5284.8,5.0,3.64419084760502,25.0,0.3485833333333333,2,pulse
5284.9,5.0,3.64417478886837,25.0,0.3485555555555555,2,pulse
5285.0,5.0,3.6441544194546345,25.0,0.3485277777777777,2,pulse
5285.1,5.0,3.6441191072057593,25.0,0.3485,2,pulse
5285.2,5.0,3.644100022336057,25.0,0.3484722222222222,2,pulse
5285.3,5.0,3.644089026248312,25.0,0.3484444444444444,2,pulse
5285.4,5.0,3.6440897688667953,25.0,0.3484166666666666,2,pulse
5285.5,5.0,3.644064122837818,25.0,0.3483888888888888,2,pulse
5285.6,5.0,3.644043346942522,25.0,0.348361111111111,2,pulse
5285.7,5.0,3.644013218689957,25.0,0.3483333333333333,2,pulse
5285.8,5.0,3.64399554716484,25.0,0.3483055555555555,2,pulse
5285.9,5.0,3.6439815272411935,25.0,0.3482777777777777,2,pulse
5286.0,5.0,3.643964729147071,25.0,0.34825,2,pulse
5286.1,5.0,3.643927876566877,25.0,0.3482222222222222,2,pulse
5286.2,5.0,3.643917117162718,25.0,0.3481944444444444,2,pulse
5286.3,5.0,3.643897772673022,25.0,0.3481666666666666,2,pulse
5286.4,5.0,3.643899876771774,25.0,0.3481388888888889,2,pulse
5286.5,5.0,3.64386270028506,25.0,0.3481111111111111,2,pulse
5286.6,5.0,3.6438414342021295,25.0,0.3480833333333333,2,pulse
5286.7,5.0,3.643839298903108,25.0,0.3480555555555555,2,pulse
5286.8,5.0,3.643808342978658,25.0,0.3480277777777777,2,pulse
5286.9,5.0,3.643803737366946,25.0,0.348,2,pulse
5287.0,5.0,3.643766506772695,25.0,0.3479722222222222,2,pulse
5287.1,5.0,3.643776808127808,25.0,0.3479444444444444,2,pulse
5287.2,5.0,3.643739016386821,25.0,0.3479166666666666,2,pulse
5287.3,5.0,3.643723154339642,25.0,0.3478888888888888,2,pulse
5287.4,5.0,3.643701365585064,25.0,0.347861111111111,2,pulse
5287.5,5.0,3.643685325709986,25.0,0.3478333333333333,2,pulse
5287.6,5.0,3.643668097458977,25.0,0.3478055555555555,2,pulse
5287.7,5.0,3.6436467544844113,25.0,0.3477777777777777,2,pulse
5287.8,5.0,3.6436446732145895,25.0,0.34775,2,pulse
5287.9,5.0,3.643591986124501,25.0,0.3477222222222222,2,pulse
5288.0,5.0,3.643584714215787,25.0,0.3476944444444444,2,pulse
5288.1,5.0,3.643575468887112,25.0,0.3476666666666666,2,pulse
5288.2,5.0,3.643560301937421,25.0,0.3476388888888889,2,pulse
5288.3,5.0,3.64355850017101,25.0,0.3476111111111111,2,pulse
5288.4,5.0,3.643532134517863,25.0,0.3475833333333333,2,pulse
5288.5,5.0,3.643509171319837,25.0,0.3475555555555555,2,pulse
5288.6,5.0,3.6434837601563856,25.0,0.3475277777777777,2,pulse
5288.7,5.0,3.643494091877831,25.0,0.3475,2,pulse
5288.8,5.0,3.64346586621528,25.0,0.3474722222222222,2,pulse
5288.9,5.0,3.643465430942834,25.0,0.3474444444444444,2,pulse
5289.0,5.0,3.643407815059308,25.0,0.3474166666666666,2,pulse
5289.1,5.0,3.643422805737303,25.0,0.3473888888888888,2,pulse
5289.2,5.0,3.6433874747688377,25.0,0.347361111111111,2,pulse
5289.3,5.0,3.643362874480181,25.0,0.3473333333333333,2,pulse
5289.4,5.0,3.643355675246175,25.0,0.3473055555555555,2,pulse
5289.5,5.0,3.6433386070624136,25.0,0.3472777777777777,2,pulse
5289.6,5.0,3.643317353141382,25.0,0.34725,2,pulse
5289.7,5.0,3.643289097384213,25.0,0.3472222222222222,2,pulse
5289.8,5.0,3.643283261553404,25.0,0.3471944444444444,2,pulse
5289.9,5.0,3.6432571150928097,25.0,0.3471666666666666,2,pulse
5290.0,5.0,3.643254081348257,25.0,0.3471388888888889,2,pulse
5290.1,5.0,3.6432228517103287,25.0,0.3471111111111111,2,pulse
5290.2,5.0,3.643221979042125,25.0,0.3470833333333333,2,pulse
5290.3,5.0,3.64319902982157,25.0,0.3470555555555555,2,pulse
5290.4,5.0,3.643196106919692,25.0,0.3470277777777777,2,pulse
5290.5,5.0,3.6431621238951672,25.0,0.347,2,pulse
5290.6,5.0,3.6431399165635416,25.0,0.3469722222222222,2,pulse
5290.7,5.0,3.6431229229848174,25.0,0.3469444444444444,2,pulse
5290.8,5.0,3.643123191339727,25.0,0.3469166666666666,2,pulse
5290.9,5.0,3.6431435631676687,25.0,0.3468888888888888,2,pulse
5291.0,5.0,3.643073974244168,25.0,0.346861111111111,2,pulse
5291.1,5.0,3.6430651970139833,25.0,0.3468333333333333,2,pulse
5291.2,5.0,3.643070588367882,25.0,0.3468055555555555,2,pulse
5291.3,5.0,3.6430454659123424,25.0,0.3467777777777777,2,pulse
5291.4,5.0,3.643035431408255,25.0,0.34675,2,pulse
5291.5,5.0,3.6430096152107225,25.0,0.3467222222222222,2,pulse
5291.6,5.0,3.6429952637948535,25.0,0.3466944444444444,2,pulse
5291.7,5.0,3.642974838946344,25.0,0.3466666666666666,2,pulse
5291.8,5.0,3.642947136761983,25.0,0.3466388888888889,2,pulse
5291.9,5.0,3.642944376575861,25.0,0.3466111111111111,2,pulse
5292.0,5.0,3.6429165363775393,25.0,0.3465833333333333,2,pulse
5292.1,5.0,3.642916617446344,25.0,0.3465555555555555,2,pulse
5292.2,5.0,3.6428671561958175,25.0,0.3465277777777777,2,pulse
5292.3,5.0,3.642857749513483,25.0,0.3465,2,pulse
5292.4,5.0,3.6428611822837182,25.0,0.3464722222222222,2,pulse
5292.5,5.0,3.6428477377303694,25.0,0.3464444444444444,2,pulse
5292.6,5.0,3.6428494945381775,25.0,0.3464166666666666,2,pulse
5292.7,5.0,3.642807075419916,25.0,0.3463888888888888,2,pulse
5292.8,5.0,3.64280587572993,25.0,0.346361111111111,2,pulse
5292.9,5.0,3.642765846747485,25.0,0.3463333333333333,2,pulse
5293.0,5.0,3.642792052998104,25.0,0.3463055555555555,2,pulse
5293.1,5.0,3.64272661648658,25.0,0.3462777777777777,2,pulse
5293.2,5.0,3.6427522656929927,25.0,0.34625,2,pulse
5293.3,5.0,3.642717932249947,25.0,0.3462222222222222,2,pulse
5293.4,5.0,3.642687903261423,25.0,0.3461944444444444,2,pulse
5293.5,5.0,3.6426849464088766,25.0,0.3461666666666666,2,pulse
5293.6,5.0,3.642684035158733,25.0,0.3461388888888889,2,pulse
5293.7,5.0,3.642658374222325,25.0,0.3461111111111111,2,pulse
5293.8,5.0,3.6426360392222032,25.0,0.3460833333333333,2,pulse
5293.9,5.0,3.6426309527511385,25.0,0.3460555555555555,2,pulse
5294.0,5.0,3.642613862870844,25.0,0.3460277777777777,2,pulse
5294.1,5.0,3.6426078796762815,25.0,0.346,2,pulse
5294.2,5.0,3.642590394671159,25.0,0.3459722222222222,2,pulse
5294.3,5.0,3.642563683602513,25.0,0.3459444444444444,2,pulse
5294.4,5.0,3.642545569682816,25.0,0.3459166666666666,2,pulse
5294.5,5.0,3.642538676249381,25.0,0.3458888888888888,2,pulse
5294.6,5.0,3.6425216610601674,25.0,0.345861111111111,2,pulse
5294.7,5.0,3.6425108743710735,25.0,0.3458333333333333,2,pulse
5294.8,5.0,3.642483004152817,25.0,0.3458055555555555,2,pulse
5294.9,5.0,3.642479622741829,25.0,0.3457777777777777,2,pulse
5295.0,5.0,3.6424552803698593,25.0,0.34575,2,pulse
5295.1,5.0,3.642454294360343,25.0,0.3457222222222222,2,pulse
5295.2,5.0,3.642436526958238,25.0,0.3456944444444444,2,pulse
5295.3,5.0,3.642416594472468,25.0,0.3456666666666666,2,pulse
5295.4,5.0,3.642388533720644,25.0,0.3456388888888889,2,pulse
5295.5,5.0,3.642400900806761,25.0,0.3456111111111111,2,pulse
5295.6,5.0,3.6423664271051575,25.0,0.3455833333333333,2,pulse
